Episode,Reward
1,-400.0
2,-405.0
3,-280.0
4,-385.0
5,-365.0
6,-430.0
7,-320.0
8,-458.0
9,-293.0
10,-333.0
11,-305.0
12,-403.0
13,-300.0
14,805.0
15,-405.0
16,-575.0
17,-340.0
18,-298.0
19,-330.0
20,-335.0
21,-265.0
22,-330.0
23,387.0
24,-398.0
25,-228.0
26,-235.0
27,-383.0
28,-475.0
29,-345.0
30,-345.0
31,-418.0
32,-400.0
33,-348.0
34,-370.0
35,-353.0
36,-245.0
37,-375.0
38,-270.0
39,-375.0
40,-368.0
41,142.0
42,-320.0
43,-298.0
44,-323.0
45,-433.0
46,-418.0
47,-348.0
48,-178.0
49,-263.0
50,-330.0
