Episode,Reward
1,-340.0
2,-420.0
3,-255.0
4,-218.0
5,-350.0
6,-320.0
7,-473.0
8,-305.0
9,-455.0
10,1300.0
11,-378.0
12,-250.0
13,-455.0
14,-345.0
15,-313.0
16,-358.0
17,1370.0
18,-360.0
19,-335.0
20,-243.0
21,-345.0
22,-320.0
23,-323.0
24,-325.0
25,-275.0
26,-330.0
27,-388.0
28,-390.0
29,-320.0
30,-355.0
31,-425.0
32,-328.0
33,-308.0
34,-253.0
35,-325.0
36,-255.0
37,-350.0
38,-330.0
39,-330.0
40,-333.0
41,-303.0
42,-338.0
43,-283.0
44,-400.0
45,-370.0
46,-358.0
47,-343.0
48,-235.0
49,-295.0
50,-345.0
