Episode,Reward
1,-318.0
2,-238.0
3,-400.0
4,632.0
5,-520.0
6,-308.0
7,-375.0
8,-308.0
9,1240.0
10,-353.0
11,-293.0
12,-390.0
13,-453.0
14,-358.0
15,-295.0
16,-420.0
17,-240.0
18,-480.0
19,-283.0
20,-470.0
21,-243.0
22,-495.0
23,-335.0
24,-345.0
25,-328.0
26,-240.0
27,-298.0
28,-283.0
29,-273.0
30,-375.0
31,-350.0
32,-290.0
33,-365.0
34,-365.0
35,-250.0
36,-420.0
37,-298.0
38,-395.0
39,-345.0
40,-250.0
41,-360.0
42,-253.0
43,-285.0
44,-380.0
45,-390.0
46,-288.0
47,-298.0
48,-320.0
49,-465.0
50,-380.0
