Episode,Reward
1,-228.0
2,-263.0
3,-278.0
4,-433.0
5,-420.0
6,-423.0
7,-388.0
8,-355.0
9,-300.0
10,-260.0
11,-238.0
12,-288.0
13,-360.0
14,-340.0
15,-280.0
16,-353.0
17,-380.0
18,-350.0
19,-430.0
20,-388.0
21,605.0
22,-385.0
23,-365.0
24,-390.0
25,-303.0
26,-303.0
27,-388.0
28,-315.0
29,-330.0
30,1242.0
31,-415.0
32,-373.0
33,-420.0
34,-348.0
35,-330.0
36,-220.0
37,-365.0
38,-360.0
39,-388.0
40,-288.0
41,-425.0
42,-350.0
43,-370.0
44,-540.0
45,-373.0
46,-430.0
47,-460.0
48,-353.0
49,-350.0
50,-365.0
