Episode,Reward
1,-395.0
2,-298.0
3,-420.0
4,-330.0
5,-370.0
6,-315.0
7,-355.0
8,-413.0
9,-265.0
10,-368.0
11,-410.0
12,-305.0
13,-355.0
14,-485.0
15,-45.0
16,-333.0
17,-388.0
18,-293.0
19,-365.0
20,-293.0
21,-405.0
22,-330.0
23,-358.0
24,-335.0
25,-370.0
26,-283.0
27,3550.0
28,-378.0
29,-393.0
30,-293.0
31,-318.0
32,-253.0
33,-425.0
34,-365.0
35,-285.0
36,-265.0
37,-360.0
38,427.0
39,-335.0
40,-320.0
41,-370.0
42,-280.0
43,-480.0
44,-510.0
45,-368.0
46,-423.0
47,-220.0
48,-255.0
49,-290.0
50,1022.0
