Episode,Reward
1,115.0
2,-360.0
3,-318.0
4,-378.0
5,-350.0
6,-353.0
7,945.0
8,-385.0
9,27.0
10,-485.0
11,-350.0
12,-248.0
13,-360.0
14,-415.0
15,-308.0
16,-368.0
17,-353.0
18,-410.0
19,-313.0
20,-290.0
21,-370.0
22,-393.0
23,-400.0
24,-333.0
25,-273.0
26,-355.0
27,-283.0
28,-410.0
29,-485.0
30,-358.0
31,-323.0
32,-355.0
33,-380.0
34,-330.0
35,182.0
36,-320.0
37,-333.0
38,-370.0
39,-355.0
40,-273.0
41,-428.0
42,-375.0
43,-308.0
44,-318.0
45,-415.0
46,840.0
47,-350.0
48,-398.0
49,-410.0
50,-375.0
