Episode,Reward
1,-343.0
2,-175.0
3,-385.0
4,-390.0
5,-370.0
6,-393.0
7,-335.0
8,-233.0
9,-360.0
10,-398.0
11,-385.0
12,-430.0
13,-445.0
14,-360.0
15,-268.0
16,-328.0
17,-253.0
18,-383.0
19,-393.0
20,-318.0
21,-315.0
22,-278.0
23,-400.0
24,-430.0
25,-253.0
26,-325.0
27,-338.0
28,-375.0
29,-290.0
30,-375.0
31,-300.0
32,-35.0
33,-358.0
34,-398.0
35,-348.0
36,-395.0
37,-320.0
38,-345.0
39,-355.0
40,-355.0
41,-340.0
42,-290.0
43,-388.0
44,-395.0
45,-333.0
46,-310.0
47,-375.0
48,-310.0
49,-300.0
50,-265.0
