Episode,Reward
1,-330.0
2,-300.0
3,-235.0
4,-415.0
5,-415.0
6,-400.0
7,-360.0
8,-278.0
9,-330.0
10,-353.0
11,332.0
12,-355.0
13,-443.0
14,-345.0
15,-445.0
16,-233.0
17,-408.0
18,-345.0
19,-400.0
20,-305.0
21,-345.0
22,-293.0
23,-395.0
24,-335.0
25,-455.0
26,-340.0
27,-268.0
28,-338.0
29,-303.0
30,-358.0
31,-318.0
32,-445.0
33,-343.0
34,-355.0
35,-225.0
36,-328.0
37,-305.0
38,-350.0
39,-293.0
40,-233.0
41,-328.0
42,-300.0
43,-430.0
44,-243.0
45,-450.0
46,-308.0
47,-328.0
48,-430.0
49,-450.0
50,-350.0
