Episode,Reward
1,-373.0
2,-373.0
3,-383.0
4,-365.0
5,-350.0
6,-448.0
7,-363.0
8,-355.0
9,-400.0
10,-350.0
11,-328.0
12,-238.0
13,-340.0
14,-365.0
15,-333.0
16,-430.0
17,-345.0
18,-388.0
19,-405.0
20,-480.0
21,-300.0
22,-425.0
23,-345.0
24,-253.0
25,-408.0
26,-353.0
27,-510.0
28,-263.0
29,-385.0
30,-300.0
31,-270.0
32,-323.0
33,-405.0
34,-313.0
35,-290.0
36,-313.0
37,-320.0
38,617.0
39,-370.0
40,-340.0
41,-373.0
42,-358.0
43,-353.0
44,-278.0
45,-348.0
46,-335.0
47,-243.0
48,-340.0
49,-363.0
50,-345.0
