Episode,Reward
1,-353.0
2,-280.0
3,-355.0
4,-355.0
5,-373.0
6,-370.0
7,-420.0
8,-430.0
9,-350.0
10,-375.0
11,-323.0
12,-380.0
13,-353.0
14,-410.0
15,-263.0
16,-263.0
17,-260.0
18,-340.0
19,-308.0
20,-293.0
21,-235.0
22,-328.0
23,-393.0
24,-335.0
25,-295.0
26,-450.0
27,-395.0
28,-380.0
29,-360.0
30,-293.0
31,-293.0
32,-305.0
33,-335.0
34,-423.0
35,-330.0
36,-305.0
37,-328.0
38,-475.0
39,-300.0
40,-415.0
41,-318.0
42,-315.0
43,-310.0
44,-290.0
45,-328.0
46,-445.0
47,-303.0
48,-265.0
49,-485.0
50,-353.0
