Episode,Reward
1,-413.0
2,-350.0
3,-318.0
4,-345.0
5,-400.0
6,-350.0
7,-413.0
8,-455.0
9,-325.0
10,-310.0
11,-333.0
12,-280.0
13,-355.0
14,-360.0
15,-308.0
16,-393.0
17,697.0
18,-380.0
19,340.0
20,-298.0
21,-375.0
22,-230.0
23,-435.0
24,-348.0
25,-323.0
26,-285.0
27,-318.0
28,-345.0
29,-345.0
30,-358.0
31,-410.0
32,-298.0
33,-390.0
34,-370.0
35,-308.0
36,-343.0
37,-325.0
38,-335.0
39,-395.0
40,-345.0
41,-400.0
42,-373.0
43,-450.0
44,-280.0
45,-373.0
46,-218.0
47,-350.0
48,-318.0
49,-435.0
50,-303.0
