Episode,Reward
1,-250.0
2,-393.0
3,-333.0
4,-393.0
5,-333.0
6,-388.0
7,-278.0
8,-355.0
9,-303.0
10,-373.0
11,-250.0
12,-275.0
13,-253.0
14,-308.0
15,992.0
16,-320.0
17,-288.0
18,-340.0
19,-330.0
20,-283.0
21,-378.0
22,-330.0
23,-333.0
24,-133.0
25,740.0
26,-313.0
27,-345.0
28,-263.0
29,-355.0
30,-323.0
31,-393.0
32,-300.0
33,-393.0
34,-443.0
35,-318.0
36,940.0
37,-280.0
38,-258.0
39,-253.0
40,972.0
41,-233.0
42,-380.0
43,-370.0
44,-493.0
45,-328.0
46,-323.0
47,-393.0
48,-390.0
49,-305.0
50,-373.0
