Episode,Reward
1,-355.0
2,-320.0
3,-270.0
4,-368.0
5,-300.0
6,1242.0
7,-415.0
8,-438.0
9,-363.0
10,-345.0
11,-363.0
12,-400.0
13,-325.0
14,-253.0
15,-263.0
16,-290.0
17,-373.0
18,-263.0
19,-328.0
20,-285.0
21,-268.0
22,-330.0
23,-413.0
24,-340.0
25,-363.0
26,-363.0
27,-388.0
28,-410.0
29,-353.0
30,-268.0
31,-340.0
32,912.0
33,947.0
34,-340.0
35,-360.0
36,-325.0
37,-308.0
38,-340.0
39,-368.0
40,-365.0
41,-410.0
42,-310.0
43,-365.0
44,-323.0
45,-265.0
46,-430.0
47,-400.0
48,-248.0
49,-400.0
50,-370.0
