Episode,Reward
1,-438.0
2,-310.0
3,-378.0
4,-308.0
5,-380.0
6,-365.0
7,-448.0
8,-345.0
9,-320.0
10,-405.0
11,-420.0
12,-298.0
13,-303.0
14,-308.0
15,-405.0
16,-340.0
17,-275.0
18,-320.0
19,-350.0
20,-405.0
21,260.0
22,-463.0
23,-358.0
24,-383.0
25,-330.0
26,-360.0
27,-313.0
28,-380.0
29,-393.0
30,-353.0
31,-345.0
32,-410.0
33,-515.0
34,-393.0
35,-293.0
36,-370.0
37,-323.0
38,-358.0
39,-475.0
40,752.0
41,-348.0
42,-318.0
43,-273.0
44,-315.0
45,-298.0
46,-245.0
47,-335.0
48,-310.0
49,382.0
50,-328.0
