Episode,Reward
1,-315.0
2,-288.0
3,-313.0
4,-278.0
5,-323.0
6,-375.0
7,-313.0
8,-370.0
9,-320.0
10,-300.0
11,-395.0
12,-283.0
13,-375.0
14,-438.0
15,-365.0
16,-233.0
17,-298.0
18,-343.0
19,-313.0
20,65.0
21,-350.0
22,-275.0
23,-400.0
24,-308.0
25,-340.0
26,-233.0
27,-225.0
28,-420.0
29,-335.0
30,-448.0
31,-325.0
32,-345.0
33,-405.0
34,437.0
35,-370.0
36,-270.0
37,-390.0
38,-348.0
39,-455.0
40,-395.0
41,-345.0
42,-390.0
43,-415.0
44,-390.0
45,952.0
46,770.0
47,-303.0
48,-363.0
49,-415.0
50,-318.0
