Episode,Reward
1,-315.0
2,-275.0
3,-235.0
4,-268.0
5,-410.0
6,-293.0
7,-410.0
8,-315.0
9,-385.0
10,-380.0
11,-360.0
12,-215.0
13,-183.0
14,-333.0
15,-268.0
16,1057.0
17,-335.0
18,490.0
19,1397.0
20,-310.0
21,-265.0
22,-485.0
23,-400.0
24,-335.0
25,-365.0
26,-315.0
27,-320.0
28,-385.0
29,-105.0
30,-238.0
31,-298.0
32,-358.0
33,-240.0
34,-435.0
35,-318.0
36,-265.0
37,-220.0
38,5.0
39,367.0
40,-373.0
41,-340.0
42,-400.0
43,-428.0
44,-438.0
45,-263.0
46,-273.0
47,-330.0
48,-365.0
49,-415.0
50,-335.0
