Episode,Reward
1,-335.0
2,-445.0
3,-328.0
4,-328.0
5,-273.0
6,-385.0
7,-385.0
8,-445.0
9,-575.0
10,-393.0
11,-280.0
12,-340.0
13,-420.0
14,-365.0
15,-305.0
16,-403.0
17,-350.0
18,-333.0
19,-358.0
20,-335.0
21,-315.0
22,-253.0
23,-278.0
24,-380.0
25,-448.0
26,-165.0
27,-375.0
28,-390.0
29,-320.0
30,-325.0
31,-393.0
32,-240.0
33,530.0
34,-343.0
35,-345.0
36,-518.0
37,-365.0
38,-295.0
39,-228.0
40,-353.0
41,1080.0
42,-423.0
43,-515.0
44,-390.0
45,-265.0
46,-333.0
47,-288.0
48,-350.0
49,-245.0
50,-415.0
