Episode,Reward
1,-280.0
2,-253.0
3,-393.0
4,-345.0
5,-298.0
6,-415.0
7,-340.0
8,-340.0
9,-303.0
10,-345.0
11,-333.0
12,-510.0
13,-258.0
14,707.0
15,-258.0
16,-283.0
17,-315.0
18,-450.0
19,-298.0
20,-405.0
21,-275.0
22,-445.0
23,-288.0
24,-350.0
25,-355.0
26,-283.0
27,-380.0
28,-353.0
29,-295.0
30,-380.0
31,-378.0
32,-263.0
33,-270.0
34,-400.0
35,-328.0
36,-185.0
37,-355.0
38,-340.0
39,-333.0
40,-415.0
41,-405.0
42,-273.0
43,-258.0
44,-345.0
45,-375.0
46,-438.0
47,-285.0
48,-350.0
49,-310.0
50,-413.0
