Episode,Reward
1,-393.0
2,-293.0
3,-405.0
4,-333.0
5,-170.0
6,-385.0
7,-325.0
8,-353.0
9,-313.0
10,-368.0
11,-360.0
12,-335.0
13,-285.0
14,200.0
15,267.0
16,-228.0
17,-278.0
18,-373.0
19,787.0
20,-320.0
21,-275.0
22,-423.0
23,-370.0
24,-308.0
25,-278.0
26,-295.0
27,-373.0
28,-323.0
29,-375.0
30,-355.0
31,-310.0
32,-228.0
33,-435.0
34,-305.0
35,-278.0
36,-365.0
37,-340.0
38,-403.0
39,-380.0
40,-420.0
41,-355.0
42,-290.0
43,-343.0
44,-318.0
45,-293.0
46,-405.0
47,-230.0
48,-380.0
49,105.0
50,-450.0
