Episode,Reward
1,-283.0
2,-420.0
3,-315.0
4,-213.0
5,-358.0
6,-448.0
7,-395.0
8,-420.0
9,-280.0
10,-265.0
11,-433.0
12,-345.0
13,-328.0
14,-243.0
15,-365.0
16,-338.0
17,-415.0
18,-360.0
19,-408.0
20,-208.0
21,-270.0
22,-533.0
23,-313.0
24,-310.0
25,-325.0
26,-335.0
27,-353.0
28,570.0
29,-263.0
30,-385.0
31,-385.0
32,-323.0
33,-293.0
34,-398.0
35,-260.0
36,-200.0
37,-300.0
38,-388.0
39,-350.0
40,-325.0
41,-353.0
42,-513.0
43,-443.0
44,-480.0
45,-415.0
46,-385.0
47,-460.0
48,-333.0
49,-350.0
50,-480.0
