Episode,Reward
1,-410.0
2,-355.0
3,-303.0
4,-280.0
5,-335.0
6,-320.0
7,-263.0
8,-415.0
9,-360.0
10,-525.0
11,-360.0
12,-405.0
13,-333.0
14,-300.0
15,-420.0
16,880.0
17,-430.0
18,-430.0
19,-370.0
20,-323.0
21,-405.0
22,-363.0
23,-278.0
24,-410.0
25,-355.0
26,60.0
27,-325.0
28,-345.0
29,-360.0
30,-355.0
31,-515.0
32,-320.0
33,-190.0
34,-385.0
35,-360.0
36,-325.0
37,-345.0
38,-343.0
39,-275.0
40,-363.0
41,-308.0
42,-310.0
43,-325.0
44,-298.0
45,-338.0
46,-335.0
47,-440.0
48,-350.0
49,-410.0
50,-345.0
