Episode,Reward
1,-360.0
2,-353.0
3,-340.0
4,-328.0
5,-328.0
6,-268.0
7,-460.0
8,-395.0
9,-490.0
10,-338.0
11,-418.0
12,-293.0
13,220.0
14,-385.0
15,-303.0
16,-348.0
17,-325.0
18,-405.0
19,-338.0
20,-405.0
21,-318.0
22,-370.0
23,-338.0
24,-360.0
25,-260.0
26,-345.0
27,905.0
28,-455.0
29,-213.0
30,-315.0
31,-375.0
32,-330.0
33,-308.0
34,-330.0
35,-393.0
36,-295.0
37,-73.0
38,-325.0
39,-245.0
40,-530.0
41,-370.0
42,-360.0
43,927.0
44,-425.0
45,-385.0
46,-343.0
47,-405.0
48,-370.0
49,-505.0
50,-365.0
