Episode,Reward
1,-325.0
2,-228.0
3,-453.0
4,-313.0
5,-505.0
6,-315.0
7,-330.0
8,-393.0
9,-448.0
10,-425.0
11,-405.0
12,-290.0
13,-240.0
14,-403.0
15,-283.0
16,-323.0
17,-310.0
18,-253.0
19,-258.0
20,-285.0
21,-315.0
22,-233.0
23,-403.0
24,-348.0
25,-343.0
26,-315.0
27,-365.0
28,-413.0
29,-393.0
30,-435.0
31,-450.0
32,-288.0
33,-310.0
34,-400.0
35,-443.0
36,-203.0
37,-325.0
38,-170.0
39,-393.0
40,-395.0
41,-378.0
42,-280.0
43,-265.0
44,-345.0
45,-380.0
46,710.0
47,487.0
48,-328.0
49,-345.0
50,-365.0
