Episode,Reward
1,-313.0
2,-375.0
3,-313.0
4,-370.0
5,-338.0
6,-313.0
7,-293.0
8,-358.0
9,-340.0
10,-285.0
11,-390.0
12,-305.0
13,-260.0
14,-363.0
15,-473.0
16,427.0
17,-360.0
18,-293.0
19,-355.0
20,-348.0
21,-370.0
22,-348.0
23,-320.0
24,-325.0
25,617.0
26,-425.0
27,-380.0
28,-315.0
29,-295.0
30,-375.0
31,-353.0
32,-315.0
33,-368.0
34,-333.0
35,-275.0
36,-263.0
37,-380.0
38,-328.0
39,-373.0
40,-320.0
41,-330.0
42,-335.0
43,-325.0
44,-295.0
45,-305.0
46,-440.0
47,-343.0
48,-340.0
49,-310.0
50,-263.0
