Episode,Reward
1,-328.0
2,-488.0
3,-445.0
4,-393.0
5,-343.0
6,-285.0
7,-238.0
8,-358.0
9,-308.0
10,-313.0
11,-415.0
12,-328.0
13,-285.0
14,-300.0
15,-330.0
16,-263.0
17,-380.0
18,-375.0
19,-390.0
20,-378.0
21,-330.0
22,-298.0
23,-345.0
24,-175.0
25,-390.0
26,-328.0
27,-378.0
28,-363.0
29,-250.0
30,-313.0
31,-293.0
32,-223.0
33,-438.0
34,-428.0
35,385.0
36,-450.0
37,-238.0
38,-415.0
39,-440.0
40,-460.0
41,-415.0
42,-213.0
43,-340.0
44,-350.0
45,-480.0
46,647.0
47,-553.0
48,-370.0
49,-415.0
50,-363.0
