Episode,Reward
1,225.0
2,-308.0
3,-265.0
4,-363.0
5,-293.0
6,-260.0
7,-295.0
8,-308.0
9,-370.0
10,-390.0
11,-353.0
12,-340.0
13,945.0
14,-380.0
15,-325.0
16,-305.0
17,-380.0
18,-288.0
19,-263.0
20,-253.0
21,150.0
22,-355.0
23,-245.0
24,-370.0
25,-355.0
26,-420.0
27,-375.0
28,1045.0
29,-328.0
30,-333.0
31,-330.0
32,-268.0
33,-283.0
34,-355.0
35,-415.0
36,-213.0
37,-415.0
38,-378.0
39,-320.0
40,-310.0
41,77.0
42,-410.0
43,-370.0
44,-265.0
45,-363.0
46,-293.0
47,-228.0
48,-330.0
49,-373.0
50,-363.0
