Episode,Reward
1,-353.0
2,-360.0
3,-243.0
4,-318.0
5,-385.0
6,-425.0
7,-208.0
8,-350.0
9,-253.0
10,-415.0
11,-500.0
12,-350.0
13,-295.0
14,-340.0
15,-258.0
16,-325.0
17,-283.0
18,-245.0
19,-385.0
20,1255.0
21,-278.0
22,72.0
23,-460.0
24,-338.0
25,-328.0
26,-298.0
27,-340.0
28,-308.0
29,-305.0
30,-355.0
31,-365.0
32,-103.0
33,-463.0
34,-385.0
35,-380.0
36,-288.0
37,-330.0
38,-418.0
39,-278.0
40,-400.0
41,-385.0
42,-323.0
43,-400.0
44,-395.0
45,-370.0
46,-60.0
47,-325.0
48,-390.0
49,-423.0
50,-380.0
