Episode,Reward
1,-208.0
2,-405.0
3,-365.0
4,620.0
5,705.0
6,-465.0
7,-268.0
8,-475.0
9,-315.0
10,-360.0
11,-338.0
12,-335.0
13,-383.0
14,-358.0
15,-283.0
16,-345.0
17,-265.0
18,-365.0
19,-338.0
20,-358.0
21,-263.0
22,-380.0
23,-375.0
24,-283.0
25,-368.0
26,-313.0
27,-340.0
28,-365.0
29,-438.0
30,-363.0
31,-285.0
32,-278.0
33,-425.0
34,-345.0
35,-373.0
36,-275.0
37,-403.0
38,-360.0
39,-480.0
40,-405.0
41,-440.0
42,-298.0
43,-360.0
44,-290.0
45,-388.0
46,-445.0
47,-393.0
48,-260.0
49,-373.0
50,-393.0
