Episode,Reward
1,-298.0
2,-313.0
3,-515.0
4,-388.0
5,-288.0
6,-395.0
7,-365.0
8,-255.0
9,-400.0
10,-378.0
11,-310.0
12,-373.0
13,-340.0
14,-338.0
15,-445.0
16,-333.0
17,-393.0
18,-330.0
19,-365.0
20,-298.0
21,-368.0
22,-335.0
23,-390.0
24,-350.0
25,1442.0
26,-313.0
27,-293.0
28,-380.0
29,-293.0
30,-348.0
31,-383.0
32,-268.0
33,-355.0
34,142.0
35,90.0
36,-278.0
37,-490.0
38,-310.0
39,-343.0
40,-30.0
41,-383.0
42,-480.0
43,-235.0
44,-440.0
45,-370.0
46,-535.0
47,-315.0
48,-403.0
49,-290.0
50,-253.0
