Episode,Reward
1,-385.0
2,-250.0
3,-340.0
4,-350.0
5,-460.0
6,-453.0
7,-368.0
8,-268.0
9,-328.0
10,-313.0
11,-273.0
12,-280.0
13,-395.0
14,-330.0
15,-358.0
16,-335.0
17,-260.0
18,-300.0
19,-385.0
20,-293.0
21,162.0
22,-305.0
23,-460.0
24,-408.0
25,-283.0
26,-465.0
27,-223.0
28,-350.0
29,-278.0
30,-413.0
31,-340.0
32,-430.0
33,-295.0
34,-375.0
35,-273.0
36,-340.0
37,-315.0
38,-365.0
39,-345.0
40,-335.0
41,-385.0
42,-343.0
43,-310.0
44,-393.0
45,-500.0
46,-288.0
47,767.0
48,-390.0
49,-293.0
50,-283.0
