Episode,Reward
1,-420.0
2,-208.0
3,-353.0
4,-433.0
5,-355.0
6,-408.0
7,-345.0
8,-313.0
9,135.0
10,-345.0
11,-360.0
12,-330.0
13,-375.0
14,-388.0
15,1052.0
16,-235.0
17,-333.0
18,-480.0
19,-375.0
20,-373.0
21,-228.0
22,-288.0
23,285.0
24,-285.0
25,-353.0
26,-398.0
27,-258.0
28,-425.0
29,-323.0
30,-393.0
31,-330.0
32,-393.0
33,-350.0
34,-373.0
35,-438.0
36,-380.0
37,-250.0
38,-328.0
39,392.0
40,-360.0
41,-315.0
42,-535.0
43,-325.0
44,-363.0
45,-283.0
46,-253.0
47,-218.0
48,-385.0
49,-533.0
50,-353.0
