Episode,Reward
1,-298.0
2,-360.0
3,-333.0
4,-333.0
5,-370.0
6,-248.0
7,-305.0
8,-278.0
9,-358.0
10,-253.0
11,-400.0
12,-375.0
13,-280.0
14,-305.0
15,-360.0
16,-375.0
17,-293.0
18,-348.0
19,-395.0
20,-308.0
21,-285.0
22,-385.0
23,-343.0
24,-230.0
25,-305.0
26,-288.0
27,-275.0
28,-423.0
29,195.0
30,-390.0
31,-320.0
32,-353.0
33,-263.0
34,-328.0
35,-80.0
36,-390.0
37,-280.0
38,1112.0
39,-323.0
40,-350.0
41,-340.0
42,-335.0
43,-398.0
44,-318.0
45,-325.0
46,-405.0
47,-380.0
48,-380.0
49,420.0
50,-358.0
