Episode,Reward
1,-338.0
2,-520.0
3,332.0
4,-500.0
5,-308.0
6,-255.0
7,-370.0
8,-430.0
9,-430.0
10,-430.0
11,-440.0
12,-330.0
13,-418.0
14,400.0
15,-298.0
16,-228.0
17,-348.0
18,-385.0
19,-285.0
20,-315.0
21,-320.0
22,-288.0
23,-415.0
24,-385.0
25,-398.0
26,-308.0
27,-348.0
28,1567.0
29,-440.0
30,-390.0
31,-330.0
32,-410.0
33,-303.0
34,-295.0
35,-323.0
36,-335.0
37,-210.0
38,-315.0
39,-325.0
40,-370.0
41,-425.0
42,-290.0
43,-338.0
44,-420.0
45,-268.0
46,-413.0
47,-400.0
48,-345.0
49,-348.0
50,-305.0
