Episode,Reward
1,-363.0
2,-268.0
3,-278.0
4,-273.0
5,-273.0
6,-290.0
7,-330.0
8,-398.0
9,-273.0
10,-375.0
11,-373.0
12,-308.0
13,-310.0
14,-315.0
15,-303.0
16,-415.0
17,-305.0
18,-420.0
19,-320.0
20,-285.0
21,-365.0
22,-395.0
23,-360.0
24,-353.0
25,-340.0
26,-303.0
27,-293.0
28,-488.0
29,-275.0
30,-390.0
31,-248.0
32,-378.0
33,-338.0
34,-365.0
35,-235.0
36,-158.0
37,-360.0
38,-263.0
39,-410.0
40,-275.0
41,-458.0
42,-360.0
43,-280.0
44,-293.0
45,-413.0
46,-305.0
47,-280.0
48,-375.0
49,-335.0
50,-420.0
