Episode,Reward
1,-305.0
2,-305.0
3,-435.0
4,-428.0
5,-440.0
6,-340.0
7,-380.0
8,-330.0
9,-330.0
10,-278.0
11,-268.0
12,-338.0
13,-350.0
14,-358.0
15,-495.0
16,-340.0
17,-465.0
18,175.0
19,-350.0
20,-445.0
21,-265.0
22,897.0
23,-338.0
24,-348.0
25,-378.0
26,-303.0
27,-338.0
28,-283.0
29,560.0
30,-318.0
31,-385.0
32,-193.0
33,-168.0
34,-398.0
35,-353.0
36,-265.0
37,-485.0
38,-355.0
39,-308.0
40,-355.0
41,-328.0
42,-375.0
43,-348.0
44,-163.0
45,-360.0
46,-368.0
47,-363.0
48,-365.0
49,-260.0
50,-300.0
