Episode,Reward
1,-390.0
2,-335.0
3,-383.0
4,-338.0
5,-355.0
6,-320.0
7,-395.0
8,-435.0
9,-345.0
10,-383.0
11,-305.0
12,-393.0
13,-333.0
14,-340.0
15,-488.0
16,-428.0
17,-360.0
18,-410.0
19,-218.0
20,-395.0
21,-290.0
22,-383.0
23,-348.0
24,-348.0
25,-435.0
26,-298.0
27,-313.0
28,-388.0
29,-425.0
30,-440.0
31,-263.0
32,-283.0
33,-365.0
34,-435.0
35,-263.0
36,-300.0
37,-410.0
38,730.0
39,-495.0
40,-330.0
41,-343.0
42,-378.0
43,-255.0
44,-353.0
45,-328.0
46,-315.0
47,-353.0
48,-340.0
49,-413.0
50,-530.0
