Episode,Reward
1,-310.0
2,-310.0
3,-290.0
4,107.0
5,-373.0
6,-398.0
7,-363.0
8,-368.0
9,-363.0
10,-348.0
11,-435.0
12,-455.0
13,-280.0
14,-353.0
15,-450.0
16,-443.0
17,-385.0
18,-380.0
19,-288.0
20,-335.0
21,-480.0
22,-480.0
23,-315.0
24,820.0
25,-305.0
26,-358.0
27,-233.0
28,-350.0
29,-385.0
30,-350.0
31,-258.0
32,-380.0
33,-395.0
34,-385.0
35,-480.0
36,-295.0
37,-295.0
38,-338.0
39,-363.0
40,-280.0
41,-290.0
42,-370.0
43,-285.0
44,-340.0
45,-325.0
46,-348.0
47,-285.0
48,-403.0
49,-290.0
50,-363.0
