Episode,Reward
1,-368.0
2,-273.0
3,-228.0
4,-325.0
5,-490.0
6,-113.0
7,-425.0
8,-450.0
9,-198.0
10,-293.0
11,-370.0
12,-205.0
13,-225.0
14,-415.0
15,-313.0
16,-330.0
17,-355.0
18,-375.0
19,-368.0
20,-310.0
21,110.0
22,-358.0
23,-405.0
24,-380.0
25,-318.0
26,-338.0
27,-320.0
28,-480.0
29,-363.0
30,-270.0
31,-425.0
32,-368.0
33,-240.0
34,-360.0
35,-420.0
36,-285.0
37,-275.0
38,242.0
39,-328.0
40,-345.0
41,440.0
42,-358.0
43,-390.0
44,-450.0
45,-383.0
46,-280.0
47,-440.0
48,-393.0
49,1010.0
50,-325.0
