Episode,Reward
1,-318.0
2,-430.0
3,-208.0
4,-310.0
5,97.0
6,150.0
7,-400.0
8,-218.0
9,-440.0
10,-253.0
11,-388.0
12,-380.0
13,-305.0
14,-295.0
15,-368.0
16,-315.0
17,-213.0
18,-405.0
19,-360.0
20,-358.0
21,-315.0
22,-388.0
23,-310.0
24,-375.0
25,-385.0
26,-270.0
27,-305.0
28,-350.0
29,-280.0
30,-335.0
31,-420.0
32,-380.0
33,-268.0
34,-340.0
35,-288.0
36,-278.0
37,-375.0
38,-265.0
39,-355.0
40,-380.0
41,-305.0
42,-463.0
43,-348.0
44,-445.0
45,125.0
46,-268.0
47,-365.0
48,-408.0
49,-445.0
50,-275.0
