Episode,Reward
1,-353.0
2,-340.0
3,-288.0
4,-303.0
5,-423.0
6,-393.0
7,-223.0
8,-370.0
9,-298.0
10,-355.0
11,-290.0
12,-375.0
13,-340.0
14,-388.0
15,-475.0
16,-333.0
17,-338.0
18,-398.0
19,-380.0
20,-400.0
21,-315.0
22,-335.0
23,-225.0
24,-345.0
25,-300.0
26,-343.0
27,-423.0
28,-440.0
29,-400.0
30,-430.0
31,-253.0
32,-348.0
33,-213.0
34,-290.0
35,-435.0
36,-250.0
37,-305.0
38,-378.0
39,-395.0
40,-310.0
41,-345.0
42,-335.0
43,717.0
44,-325.0
45,-400.0
46,-260.0
47,-383.0
48,-395.0
49,-380.0
50,-305.0
