Episode,Reward
1,-338.0
2,-363.0
3,-468.0
4,-445.0
5,-405.0
6,-345.0
7,-333.0
8,-303.0
9,-273.0
10,-403.0
11,-360.0
12,-323.0
13,-253.0
14,-378.0
15,-360.0
16,-258.0
17,-410.0
18,-365.0
19,-425.0
20,-425.0
21,-203.0
22,402.0
23,-483.0
24,-598.0
25,-398.0
26,-273.0
27,-343.0
28,-478.0
29,-393.0
30,-423.0
31,-333.0
32,-360.0
33,-325.0
34,-410.0
35,-385.0
36,-258.0
37,-360.0
38,-475.0
39,-408.0
40,-390.0
41,-388.0
42,-435.0
43,-285.0
44,-250.0
45,-395.0
46,-323.0
47,-338.0
48,-420.0
49,-425.0
50,-325.0
