Episode,Reward
1,-308.0
2,-525.0
3,-435.0
4,-473.0
5,-358.0
6,-328.0
7,-228.0
8,-358.0
9,-298.0
10,-328.0
11,-470.0
12,-220.0
13,-398.0
14,-380.0
15,-293.0
16,-395.0
17,-433.0
18,-395.0
19,-375.0
20,-285.0
21,-300.0
22,-388.0
23,-353.0
24,-395.0
25,-460.0
26,-345.0
27,-268.0
28,-443.0
29,212.0
30,-420.0
31,1475.0
32,-293.0
33,-340.0
34,-295.0
35,-300.0
36,-485.0
37,-478.0
38,-320.0
39,-263.0
40,-330.0
41,-460.0
42,-375.0
43,-360.0
44,-360.0
45,-495.0
46,-385.0
47,-390.0
48,-265.0
49,-335.0
50,-373.0
