Episode,Reward
1,-375.0
2,-303.0
3,-318.0
4,-398.0
5,-260.0
6,-400.0
7,-580.0
8,-363.0
9,-340.0
10,-218.0
11,-420.0
12,-288.0
13,-200.0
14,-345.0
15,-283.0
16,-385.0
17,-475.0
18,-253.0
19,-310.0
20,-288.0
21,-475.0
22,-298.0
23,-250.0
24,-310.0
25,-370.0
26,-233.0
27,-293.0
28,-435.0
29,-265.0
30,-288.0
31,-343.0
32,-395.0
33,-315.0
34,-313.0
35,-410.0
36,-273.0
37,-275.0
38,-420.0
39,-600.0
40,-233.0
41,-405.0
42,-375.0
43,735.0
44,-320.0
45,-330.0
46,-340.0
47,-295.0
48,-393.0
49,-430.0
50,-313.0
