Episode,Reward
1,-318.0
2,-475.0
3,-388.0
4,-293.0
5,-403.0
6,-410.0
7,-288.0
8,665.0
9,-275.0
10,-233.0
11,-340.0
12,-285.0
13,-273.0
14,-343.0
15,-335.0
16,-345.0
17,-330.0
18,-415.0
19,-363.0
20,-295.0
21,-360.0
22,-300.0
23,-360.0
24,-273.0
25,-320.0
26,-375.0
27,915.0
28,-440.0
29,-370.0
30,-270.0
31,-270.0
32,-250.0
33,-328.0
34,-400.0
35,-285.0
36,-220.0
37,-348.0
38,-325.0
39,-333.0
40,-348.0
41,-423.0
42,982.0
43,-340.0
44,-405.0
45,-395.0
46,-320.0
47,-255.0
48,-465.0
49,-525.0
50,-293.0
