Episode,Reward
1,-385.0
2,-263.0
3,-345.0
4,242.0
5,-308.0
6,-365.0
7,-453.0
8,-493.0
9,-375.0
10,-318.0
11,-435.0
12,-425.0
13,-345.0
14,-355.0
15,-293.0
16,-358.0
17,-283.0
18,-273.0
19,-338.0
20,245.0
21,-338.0
22,-360.0
23,-283.0
24,-278.0
25,-393.0
26,-395.0
27,-330.0
28,-400.0
29,-368.0
30,-295.0
31,-390.0
32,-403.0
33,-395.0
34,-365.0
35,-345.0
36,-345.0
37,-235.0
38,-350.0
39,-408.0
40,-405.0
41,-340.0
42,-330.0
43,-355.0
44,-395.0
45,-335.0
46,-400.0
47,-318.0
48,362.0
49,-390.0
50,-395.0
