Episode,Reward
1,-323.0
2,-313.0
3,-343.0
4,-305.0
5,-263.0
6,-370.0
7,-260.0
8,-345.0
9,-325.0
10,-303.0
11,-390.0
12,-368.0
13,-278.0
14,-438.0
15,-378.0
16,-343.0
17,-230.0
18,-360.0
19,-365.0
20,-335.0
21,-313.0
22,-233.0
23,-365.0
24,142.0
25,-293.0
26,-305.0
27,-260.0
28,-333.0
29,-358.0
30,-385.0
31,-338.0
32,-348.0
33,-328.0
34,-355.0
35,-303.0
36,-380.0
37,-305.0
38,-320.0
39,-268.0
40,-320.0
41,-288.0
42,785.0
43,-298.0
44,-283.0
45,-340.0
46,-380.0
47,-320.0
48,-420.0
49,-480.0
50,-263.0
